feature,importance
systolic_bp,0.45244238894521743
hba1c,0.27396731969263044
diastolic_bp,0.10075023212432754
glucose_fasting,0.08704406554160136
creatinine,0.04144310641432921
bmi,0.031193033575933112
heart_rate,0.013159853705961073
