feature,importance
systolic_bp,0.3703494966030121
hba1c,0.31099653244018555
glucose_fasting,0.09330085664987564
diastolic_bp,0.08098125457763672
bmi,0.06020122393965721
creatinine,0.052331242710351944
heart_rate,0.03183935210108757
