feature,importance
systolic_bp,0.09776653719056183
hba1c,0.03548756449649271
glucose_fasting,0.014595048988347292
creatinine,0.004391558930952555
diastolic_bp,0.0029784335323789213
heart_rate,0.0010652791466173595
bmi,0.0003405994550410574
