feature,importance
systolic_bp,0.11498492666241511
hba1c,0.04393732970027253
glucose_fasting,0.010333932401878299
diastolic_bp,0.008109165748738878
creatinine,0.006290219722882351
bmi,0.0033262797843351954
heart_rate,0.0
