feature,importance
systolic_bp,0.33724069595336914
hba1c,0.30781570076942444
glucose_fasting,0.10619018226861954
diastolic_bp,0.0965704545378685
creatinine,0.06617163866758347
bmi,0.05068559572100639
heart_rate,0.035325802862644196
