feature,importance
hba1c,1.5782811636802363
creatinine,0.9971700259664418
glucose_fasting,0.6665334941701268
systolic_bp,0.08903583379496936
bmi,0.0253675067463179
heart_rate,0.0022618481964386972
diastolic_bp,0.0017440370743852425
