feature,importance
hba1c,1.5986923621623177
creatinine,1.4070949305692724
glucose_fasting,0.6931836598316586
systolic_bp,0.10148159996504019
bmi,0.009771108476778076
diastolic_bp,0.004465639182215175
heart_rate,0.0031772623767664875
