feature,importance
hba1c,0.3635290861129761
systolic_bp,0.3310132920742035
diastolic_bp,0.08774884045124054
glucose_fasting,0.07660985738039017
bmi,0.059457503259181976
creatinine,0.05192362517118454
heart_rate,0.029717732220888138
