feature,importance
systolic_bp,0.44756411048006955
hba1c,0.2654872046420716
diastolic_bp,0.10186728271556827
glucose_fasting,0.08532671197383633
creatinine,0.047384976011460654
bmi,0.038628870174771554
heart_rate,0.013740844002222008
