feature,importance
systolic_bp,0.10134246487457499
hba1c,0.036488740617181104
diastolic_bp,0.011294802292508788
creatinine,0.004577131584012406
glucose_fasting,0.0031870843224054424
heart_rate,0.0004657994910288732
bmi,0.0
