feature,importance
systolic_bp,0.40226659466932063
hba1c,0.2994942940554919
diastolic_bp,0.09905417887773495
glucose_fasting,0.08895204124465647
bmi,0.05372837511686885
creatinine,0.040668864691947026
heart_rate,0.015835651343980038
