feature,importance
systolic_bp,0.3497922122478485
hba1c,0.32904550433158875
glucose_fasting,0.09403572231531143
diastolic_bp,0.09204399585723877
creatinine,0.05922770872712135
bmi,0.04279317334294319
heart_rate,0.03306163474917412
