feature,importance
hba1c,1.6781200750066925
creatinine,1.43535375567526
glucose_fasting,0.8183039996487808
systolic_bp,0.10582455577509896
bmi,0.01755980373362158
heart_rate,0.00498674051300033
diastolic_bp,0.004085200961497455
