feature,importance
systolic_bp,0.10549055302495669
hba1c,0.05098532965505431
bmi,0.006485105108958278
creatinine,0.003656225273197755
diastolic_bp,0.0023844656872178405
glucose_fasting,0.0019233442398579603
heart_rate,0.0
