feature,importance
systolic_bp,0.0845015076666451
hba1c,0.044994760591090754
diastolic_bp,0.010818978422189263
glucose_fasting,0.006360134513804239
bmi,0.005926413036504541
creatinine,0.005421184320266725
heart_rate,0.002896377322982757
