feature,importance
systolic_bp,0.12375096234041194
hba1c,0.04282214345287749
bmi,0.006710319497016837
creatinine,0.004508297512884618
glucose_fasting,0.0031630258121084776
diastolic_bp,0.0020977684395115936
heart_rate,0.002047646543059445
