feature,importance
systolic_bp,0.44953596868392515
hba1c,0.26177595445588275
diastolic_bp,0.10524239249073337
glucose_fasting,0.09130522336252722
creatinine,0.0471267407569279
bmi,0.03179339872508801
heart_rate,0.013220321524915672
