feature,importance
creatinine,1.5952409003736052
hba1c,1.5838902056859836
glucose_fasting,0.7203060540965337
systolic_bp,0.10175460115770153
bmi,0.02132541866505409
heart_rate,0.007646673076828967
diastolic_bp,0.0028237115988069975
